,时间,识别姿态,相机旋转矩阵,相机偏移矩阵,夹爪偏移矩阵,二维码坐标计算值(探针),二维码坐标计算值（相机）,识别点坐标,视觉坐标,二维码坐标实际值（示教器),夹爪坐标
,,,,,,
